CaseIds,Labels
1-364285768,41
1-467153946,20
1-503573772,41
1-504538555,10
1-506071646,2
1-512795200,63
1-516553982,17
1-522528740,67
1-523391859,11
1-529067006,10
1-529096847,20
1-530458987,63
1-530772502,67
1-530838254,20
1-532109338,17
1-536444735,67
1-536481337,10
1-537219938,10
1-540390551,50
1-541468268,68
1-543317665,17
1-543979253,22
1-544969832,61
1-544976636,67
1-550213097,42
1-557297151,10
1-559795575,42
1-565045794,63
1-567358917,3
1-577292898,10
1-578864726,50
1-580893958,10
1-580987781,65
1-583200733,11
1-587101946,40
1-593737913,66
1-594260021,3
1-597436480,61
1-601328051,44
1-603556351,33
1-603749197,41
1-604144478,61
1-605313141,22
1-605956457,42
1-606902814,62
1-609835209,67
1-611261188,42
1-613379581,27
1-614948909,35
1-617858557,20
1-618854217,26
1-619069761,17
1-620611187,37
1-620858291,67
1-621825480,35
1-623778166,44
1-626766981,33
1-627819166,20
1-627973205,2
1-629364071,65
1-629883996,20
1-630181491,67
1-632620937,44
1-634340171,11
1-634738521,17
1-635268712,42
1-635375181,56
1-636928149,50
1-637842042,42
1-638018481,55
1-638289351,27
1-638742591,20
1-638841644,65
1-638945511,66
1-642373523,42
1-642402641,11
1-642411971,45
1-642714990,17
1-642761396,67
1-642781041,19
1-643338463,27
1-643546500,60
1-643684191,11
1-643733486,56
1-644761840,35
1-647788578,56
1-647953636,50
1-648471635,63
1-648654669,27
1-649830550,17
1-649950870,17
1-650013051,65
1-651196130,5
1-651324866,62
1-652256138,58
1-652468131,66
1-652924814,4
1-652947231,66
1-653391886,27
1-654423931,3
1-655021441,67
1-655281402,42
1-656241183,17
1-656373348,44
1-656450664,67
1-657323705,62
1-657893589,27
1-657900377,17
1-658045761,66
1-658345511,65
1-658515933,62
1-658538636,44
1-659129745,62
1-659713703,10
1-660051308,37
1-660218981,25
1-660730501,42
1-660865454,11
1-660915327,2
1-665922195,58
1-673825643,6
1-682281772,68
1-683319231,27
1-683762637,63
1-684012815,68
1-684695843,11
1-685098751,67
1-685155470,42
1-686398767,33
1-686497432,2
1-686580161,9
1-686609791,10
1-686885675,22
1-687082195,2
1-687085471,17
1-687329729,68
1-687521104,4
1-687544011,65
1-687638428,68
1-687647619,10
1-687710013,62
1-688278051,40
1-688624453,33
1-688689511,21
1-688696731,33
1-689206959,39
1-689461262,37
1-689501709,61
1-690238688,26
1-690422411,3
1-690436171,42
1-690839783,63
1-691049627,67
1-691129791,62
1-691759626,42
1-691782323,63
1-691794481,63
1-691811604,62
1-691832279,58
1-691950241,61
1-691971107,20
1-692009261,55
1-692067345,2
1-692755228,25
1-692758611,35
1-692758994,61
1-692918254,33
1-693021183,17
1-693200675,50
1-693253181,61
1-693258975,4
1-693300691,66
1-693352046,11
1-693412654,42
1-693587250,56
1-693822171,65
1-693837467,27
1-694035053,35
1-694236018,20
1-694266600,62
1-694274811,10
1-694300980,17
1-694339964,2
1-694346169,27
1-694375168,35
1-694457714,10
1-694782353,17
1-694796871,66
1-694844381,17
1-694845331,41
1-694868667,66
1-694899341,17
1-694975897,58
1-695147297,36
1-695221831,56
1-695298616,4
1-695360832,10
1-695452478,39
1-695486451,20
1-695870591,10
1-695872361,3
1-696080795,41
1-696101645,5
1-696163170,63
1-696361691,18
1-696484951,27
1-696831586,26
1-696861441,61
1-696882469,39
1-696894381,39
1-696911694,10
1-696915401,49
1-696981592,2
1-697462851,42
1-697478298,5
1-697528961,11
1-697746161,56
1-697751037,20
1-697774726,41
1-697777158,56
1-697896972,58
1-697955020,61
1-698029651,13
1-698029851,63
1-698036851,11
1-698065363,17
1-698350971,58
1-698400941,41
1-698487635,35
1-698555281,58
1-698572466,44
1-698843072,68
1-698990450,20
1-699016718,56
1-699103686,5
1-699262145,22
1-699297808,4
1-699344291,17
1-699545679,3
1-699557832,67
1-699617036,33
1-699655497,14
1-699703931,63
1-699719677,55
1-699750568,33
1-699989926,2
1-700135371,62
1-700161985,11
1-700205396,62
1-700245581,38
1-700300604,41
1-700356558,42
1-700370143,56
1-700427997,63
1-700431220,27
1-700466198,26
1-700466740,61
1-700563427,62
1-700591261,26
1-700822736,62
1-700826141,9
1-700955144,2
1-701147913,41
1-701284355,10
1-701412801,21
1-701488609,42
1-701567557,60
1-701687914,63
1-701688007,39
1-701799752,2
1-701820421,63
1-702316147,39
1-702542377,44
1-702551585,21
1-702586831,44
1-702667331,35
1-703146498,41
1-703263656,37
1-703279569,42
1-703368981,41
1-703430111,41
1-703433841,26
1-703547921,4
1-703888972,65
1-703940589,65
1-703995711,9
1-703999194,33
1-704030543,40
1-704051851,22
1-704096711,35
1-704155821,67
1-704163965,62
1-704194471,36
1-704218008,63
1-704223291,33
1-704275949,42
1-704682611,21
1-704747578,35
1-704804641,13
1-704849848,20
1-704868231,60
1-704940021,37
1-704946941,44
1-704985732,63
1-705039067,35
1-705039821,44
1-705050337,26
1-705084201,20
1-705164933,62
1-705201889,42
1-705739949,6
1-705770183,10
1-705791051,65
1-705791341,10
1-705845431,21
1-705847078,62
1-705847232,65
1-705895959,5
1-705901284,63
1-705937016,21
1-705976449,42
1-705991296,42
1-706022221,42
1-706095828,20
1-706148201,22
1-706158289,6
1-706221211,33
1-706221681,37
1-706532382,36
1-706532431,19
1-706675514,33
1-706700376,37
1-706844801,22
1-706845546,36
1-706880563,37
1-706983808,35
1-706996552,20
1-707167142,41
1-707196413,22
1-707214451,58
1-707231563,17
1-707253770,3
1-707295006,20
1-707613853,35
1-707644921,35
1-707689061,3
1-707771775,55
1-707802351,63
1-707807221,35
1-707854303,39
1-707933295,62
1-707939234,63
1-707991342,42
1-708029447,63
1-708059841,36
1-708116781,34
1-708116786,34
1-708177338,26
1-708505881,42
1-708524564,20
1-708526701,10
1-708529881,47
1-708573022,10
1-708577179,61
1-708587941,5
1-708588651,65
1-708605704,66
1-708618611,39
1-708621071,34
1-708621211,34
1-708621216,34
1-708625573,26
1-708654057,17
1-708654206,44
1-708654452,17
1-708674093,65
1-708824660,17
1-708840091,16
1-708840281,21
1-708840891,9
1-708879965,50
1-708954745,62
1-709023396,27
1-709033790,63
1-709073301,65
1-709073651,20
1-709167822,63
1-709437564,17
1-709456716,20
1-709465778,14
1-709477967,63
1-709496690,58
1-709502283,61
1-709504717,41
1-709505128,61
1-709542591,17
1-709544188,61
1-709557170,3
1-709563207,20
1-709563537,33
1-709663406,20
1-709707903,3
1-709715968,63
1-709758563,61
1-709769982,44
1-709804068,44
1-709831036,67
1-709844441,56
1-710083211,63
1-710083501,20
1-710083691,16
1-710083831,17
1-710133933,62
1-710177495,20
1-710211491,33
1-710248131,58
1-712880822,42
1-712891909,40
1-712901719,33
1-712908376,6
1-712916847,25
1-712916876,66
1-712942400,63
1-712950734,19
1-712979761,36
1-713046754,37
1-713472354,63
1-713472661,36
1-713520241,65
1-715404545,55
1-715416221,2
1-715416771,26
1-715437063,58
1-715439170,17
1-715505142,44
1-715505758,41
1-715628657,36
1-715641871,35
1-715642734,65
1-715658220,63
1-715673631,18
1-715677131,44
1-715689451,39
1-715704641,66
1-715713221,26
1-715724341,56
1-715731471,17
1-715739627,41
1-715753705,35
1-715780861,37
1-715819222,41
1-715860853,10
1-715927090,63
1-715977583,63
1-716035538,63
1-716092458,4
1-716114500,62
1-716164282,26
1-716195100,58
1-716202992,51
1-716215673,41
1-716219287,55
1-716221928,35
1-716224739,67
1-716234193,11
1-716234358,44
1-716289998,39
1-716290816,44
1-716294642,62
1-716331563,10
1-716381288,63
1-716409968,4
1-716410137,66
1-716410529,4
1-716425334,2
1-716445231,63
1-716466808,3
1-716467704,36
1-716473461,58
1-716510112,44
1-716530349,67
1-716547687,44
1-716584541,20
1-716584881,47
1-716587209,5
1-716629872,39
1-716650567,17
1-716650593,17
1-716688713,44
1-716689691,26
1-716949717,61
1-716962496,42
1-716981483,35
1-716989377,42
1-717021893,6
1-717027282,42
1-717067711,50
1-717113861,26
1-717126508,50
1-717137957,55
1-717173812,58
1-717197709,56
1-717207263,27
1-717210101,16
1-717227518,20
1-717228961,36
1-717275031,20
1-717283611,10
1-717331011,61
1-717333026,49
1-717397801,66
1-717413361,63
1-717419109,37
1-717431477,44
1-717446378,35
1-717491930,51
1-717684213,4
1-717714208,41
1-717717559,37
1-717720404,17
1-717726137,27
1-717764374,36
1-717770354,58
1-717795233,6
1-717799091,35
1-717837851,3
1-717843904,63
1-717845096,17
1-717854005,62
1-717901005,37
1-717914963,5
1-717915624,11
1-717918204,28
1-717918214,22
1-717954369,4
1-717971591,35
1-717977915,66
1-717979241,26
1-718004998,50
1-718005400,61
1-718021221,39
1-718028943,20
1-718032180,42
1-718038855,28
1-718043945,27
1-718089090,39
1-718100518,42
1-718132991,26
1-718133341,45
1-718151332,63
1-718162127,61
1-718915746,63
1-718965291,63
1-718977997,33
1-718997398,65
1-719009547,66
1-719035508,56
1-719042888,39
1-719069585,37
1-719110506,41
1-719114721,21
1-719156663,63
1-719171201,67
1-719171221,33
1-719171831,63
1-719199551,47
1-719204935,56
1-719232179,33
1-719232890,41
1-719240042,42
1-719251456,63
1-719257516,11
1-719272244,5
1-719278453,26
1-719278949,60
1-719283506,62
1-719317155,3
1-719343054,4
1-719365340,63
1-719368467,33
1-719376891,33
1-719396793,61
1-719401266,35
1-719410841,10
1-719417071,67
1-719418321,61
1-719427538,33
1-719457882,19
1-719494184,42
1-719527281,47
1-719527701,40
1-719545691,2
1-719557568,42
1-719557848,42
1-719562894,10
1-719564142,10
1-719570805,17
1-719604235,33
1-719999107,67
1-719999555,26
1-720001688,47
1-720016461,62
1-720020557,39
1-720038450,42
1-720050050,17
1-720058448,42
1-720069769,4
1-720106082,4
1-720110782,17
1-720113580,17
1-720120744,61
1-720121244,60
1-720123132,20
1-720132322,68
1-720136396,49
1-720136845,42
1-720139895,22
1-720148628,62
1-720162489,36
1-720183338,63
1-720204222,17
1-720205701,35
1-720206203,45
1-720210419,62
1-720236091,62
1-720236793,25
1-720238081,58
1-720238521,21
1-720238611,16
1-720256656,63
1-720284313,15
1-720284411,9
1-720286653,27
1-720286781,67
1-720293692,37
1-720303301,41
1-720314291,4
1-720344447,33
1-720348105,4
1-720382341,56
1-720382501,39
1-720395521,38
1-720397707,35
1-720399249,62
1-720413010,62
1-720431324,26
1-720444903,10
1-720467504,17
1-720472166,58
1-720472355,58
1-720480174,60
1-720521568,35
1-720573655,4
1-720600393,28
1-720602934,68
1-720625387,37
1-722011393,17
1-722015518,4
1-722019330,17
1-722031971,17
1-722032861,35
1-722036421,37
1-722037671,41
1-722043575,42
1-722053011,36
1-722064650,42
1-722070899,19
1-722082563,44
1-722087493,4
1-722100455,61
1-722103115,5
1-722103633,17
1-722135071,63
1-722135191,35
1-722135421,10
1-722180065,60
1-722180141,60
1-722195560,42
1-722199228,62
1-722201622,11
1-722206475,20
