CaseIds,Labels
A,61
AA,83
AAA,20
AB,83
ABA,58
AC,1
ACA,83
AD,0
ADA,36
AE,54
AEA,73
AF,58
AFA,75
AG,3
AGA,103
AH,44
AHA,49
AI,29
AIA,58
AJ,15
AJA,93
AK,44
AKA,16
AL,52
ALA,44
AM,45
AMA,91
AN,83
ANA,7
AO,37
AP,44
AQ,23
AR,98
AS,61
AT,83
AU,5
AV,70
AW,90
AX,14
AY,61
AZ,84
B,62
BA,1
BAA,51
BB,100
BBA,80
BC,45
BCA,43
BD,13
BDA,49
BE,29
BEA,21
BF,1
BFA,79
BG,70
BGA,62
BH,65
BHA,18
BI,46
BIA,76
BJ,96
BJA,58
BK,1
BKA,52
BL,20
BLA,65
BM,91
BMA,31
BN,15
BNA,90
BO,102
BP,22
BQ,13
BR,44
BS,30
BT,1
BU,64
BV,97
BW,34
BX,58
BY,14
BZ,36
C,80
CA,40
CAA,83
CB,47
CBA,56
CC,23
CCA,21
CD,83
CDA,16
CE,20
CEA,23
CF,39
CFA,87
CG,84
CGA,70
CH,78
CHA,1
CI,30
CIA,45
CJ,15
CJA,40
CK,93
CKA,8
CL,16
CLA,83
CM,84
CMA,40
CN,44
CNA,58
CO,21
CP,18
CQ,75
CR,58
CS,37
CT,13
CU,60
CV,49
CW,95
CX,64
CY,81
CZ,82
D,1
DA,49
DAA,69
DB,13
DBA,2
DC,31
DCA,75
DD,40
DDA,28
DE,93
DEA,80
DF,3
DFA,46
DG,51
DGA,54
DH,95
DHA,21
DI,31
DIA,93
DJ,72
DJA,77
DK,75
DKA,80
DL,44
DLA,21
DM,21
DMA,16
DN,93
DNA,83
DO,71
DP,86
DQ,83
DR,84
DS,84
DT,35
DU,27
DV,83
DW,1
DX,75
DY,80
DZ,25
E,40
EA,29
EAA,41
EB,83
EBA,13
EC,28
ECA,43
ED,53
EDA,31
EE,37
EEA,1
EF,47
EFA,14
EG,3
EGA,30
EH,46
EHA,66
EI,86
EIA,31
EJ,44
EJA,27
EK,96
EKA,86
EL,23
ELA,65
EM,0
EMA,58
EN,83
ENA,93
EO,29
EP,40
EQ,66
ER,83
ES,26
ET,46
EU,80
EV,70
EW,98
EX,36
EY,62
EZ,14
F,70
FA,21
FAA,8
FB,83
FBA,46
FC,37
FCA,29
FD,20
FDA,12
FE,8
FEA,70
FF,21
FFA,16
FG,44
FGA,44
FH,30
FHA,1
FI,83
FIA,41
FJ,75
FJA,68
FK,28
FKA,44
FL,73
FLA,3
FM,97
FMA,75
FN,72
FNA,27
FO,88
FP,100
FQ,40
FR,27
FS,14
FT,57
FU,89
FV,83
FW,65
FX,8
FY,58
FZ,12
G,5
GA,5
GAA,85
GB,75
GBA,20
GC,5
GCA,80
GD,23
GDA,7
GE,29
GEA,23
GF,67
GFA,46
GG,54
GGA,83
GH,21
GHA,23
GI,13
GIA,37
GJ,56
GJA,52
GK,4
GKA,100
GL,103
GLA,23
GM,1
GMA,75
GN,33
GNA,48
GO,96
GP,46
GQ,46
GR,45
GS,85
GT,61
GU,95
GV,64
GW,20
GX,29
GY,75
GZ,45
H,41
HA,44
HAA,38
HB,103
HBA,29
HC,45
HCA,40
HD,81
HDA,13
HE,28
HEA,52
HF,1
HFA,83
HG,18
HGA,71
HH,62
HHA,68
HI,73
HIA,9
HJ,84
HJA,30
HK,17
HKA,43
HL,29
HLA,85
HM,103
HMA,16
HN,87
HNA,59
HO,15
HP,44
HQ,30
HR,46
HS,55
HT,23
HU,16
HV,97
HW,100
HX,17
HY,29
HZ,22
I,44
IA,21
IAA,73
IB,80
IBA,51
IC,49
ICA,93
ID,16
IDA,1
IE,37
IEA,1
IF,58
IFA,83
IG,87
IGA,97
IH,58
IHA,9
II,75
IIA,30
IJ,68
IJA,20
IK,14
IKA,83
IL,30
ILA,31
IM,50
IMA,3
IN,44
INA,16
IO,58
IP,69
IQ,1
IR,7
IS,72
IT,71
IU,18
IV,21
IW,30
IX,83
IY,12
IZ,90
J,44
JA,23
JAA,94
JB,83
JBA,83
JC,29
JCA,12
JD,2
JDA,83
JE,71
