CaseIds,Labels
A,0
AA,1
AAA,2
AB,1
ABA,3
AC,4
ACA,1
AD,5
ADA,6
AE,7
AEA,8
AF,9
AFA,10
AG,11
AGA,12
AH,13
AHA,14
AI,15
AIA,16
AJ,17
AJA,11
AK,18
AKA,19
AL,20
ALA,21
AM,11
AMA,22
AN,1
ANA,22
AO,23
AP,18
AQ,24
AR,25
AS,26
AT,1
AU,14
AV,27
AW,28
AX,29
AY,30
AZ,12
B,31
BA,4
BAA,14
BB,29
BBA,32
BC,11
BCA,33
BD,14
BDA,34
BE,35
BEA,1
BF,4
BFA,36
BG,37
BGA,14
BH,38
BHA,12
BI,39
BIA,40
BJ,41
BJA,42
BK,4
BKA,43
BL,44
BLA,45
BM,46
BMA,47
BN,48
BNA,49
BO,29
BP,50
BQ,14
BR,2
BS,51
BT,4
BU,24
BV,52
BW,53
BX,9
BY,29
BZ,54
C,55
CA,1
CAA,1
CB,32
CBA,56
CC,57
CCA,1
CD,1
CDA,19
CE,58
CEA,59
CF,60
CFA,61
CG,62
CGA,63
CH,64
CHA,4
CI,65
CIA,11
CJ,66
CJA,67
CK,11
CKA,68
CL,69
CLA,1
CM,70
CMA,71
CN,72
CNA,73
CO,74
CP,75
CQ,65
CR,9
CS,28
CT,14
CU,76
CV,14
CW,12
CX,77
CY,78
CZ,79
D,4
DA,80
DAA,81
DB,14
DBA,32
DC,47
DCA,4
DD,82
DDA,83
DE,11
DEA,32
DF,11
DFA,84
DG,14
DGA,85
DH,86
DHA,87
DI,14
DIA,11
DJ,88
DJA,89
DK,4
DKA,90
DL,21
DLA,1
DM,1
DMA,19
DN,11
DNA,1
DO,91
DP,24
DQ,1
DR,12
DS,12
DT,92
DU,8
DV,1
DW,65
DX,93
DY,94
DZ,95
E,1
EA,96
EAA,97
EB,1
EBA,31
EC,3
ECA,98
ED,99
EDA,47
EE,49
EEA,4
EF,24
EFA,29
EG,11
EGA,65
EH,27
EHA,100
EI,101
EIA,47
EJ,13
EJA,64
EK,102
EKA,24
EL,94
ELA,103
EM,104
EMA,9
EN,1
ENA,11
EO,15
EP,1
EQ,105
ER,1
ES,106
ET,27
EU,107
EV,108
EW,109
EX,110
EY,111
EZ,29
F,27
FA,1
FAA,112
FB,1
FBA,113
FC,49
FCA,15
FD,114
FDA,115
FE,116
FEA,27
FF,1
FFA,19
FG,117
FGA,18
FH,118
FHA,118
FI,1
FIA,119
FJ,4
FJA,81
FK,83
FKA,120
FL,8
FLA,11
FM,121
FMA,122
FN,123
FNA,8
FO,124
FP,125
FQ,82
FR,8
FS,29
FT,126
FU,127
FV,1
FW,128
FX,129
FY,130
FZ,131
G,14
GA,14
GAA,81
GB,4
GBA,2
GC,14
GCA,107
GD,132
GDA,133
GE,12
GEA,24
GF,134
GFA,27
GG,135
GGA,1
GH,1
GHA,136
GI,137
GIA,28
GJ,138
GJA,43
GK,139
GKA,29
GL,140
GLA,77
GM,141
GMA,142
GN,143
GNA,144
GO,145
GP,27
GQ,146
GR,11
GS,147
GT,148
GU,149
GV,150
GW,114
GX,151
GY,65
GZ,11
H,152
HA,120
HAA,153
HB,12
HBA,154
HC,11
HCA,1
HD,155
HDA,47
HE,156
HEA,157
HF,65
HFA,1
HG,140
HGA,158
HH,14
HHA,159
HI,89
HIA,91
HJ,160
HJA,65
HK,161
HKA,162
HL,15
HLA,159
HM,163
HMA,19
HN,115
HNA,164
HO,165
HP,120
HQ,65
HR,27
HS,166
HT,24
HU,19
HV,81
HW,167
HX,27
HY,15
HZ,168
I,13
IA,1
IAA,89
IB,94
IBA,31
IC,169
ICA,11
ID,19
IDA,170
IE,49
IEA,4
IF,83
IFA,1
IG,171
IGA,91
IH,42
IHA,81
II,4
IIA,93
IJ,172
IJA,18
IK,29
IKA,1
IL,93
ILA,173
IM,174
IMA,11
IN,18
INA,19
IO,130
IP,175
IQ,4
IR,176
IS,177
IT,91
IU,12
IV,1
IW,178
IX,1
IY,115
IZ,49
J,117
JA,179
JAA,180
JB,1
JBA,1
JC,15
JCA,181
JD,90
JDA,1
JE,91
JEA,8
JF,1
JFA,182
JG,178
JGA,183
JH,173
JHA,184
JI,1
JIA,185
JJ,14
JJA,186
JK,187
JKA,188
JL,27
JLA,189
JM,190
JMA,191
JN,14
JNA,19
JO,173
JP,11
JQ,192
JR,193
JS,194
JT,77
JU,195
JV,196
JW,91
JX,197
JY,198
JZ,108
K,91
KA,81
KAA,199
KB,2
KBA,12
KC,93
KCA,200
KD,201
KDA,19
KE,91
KEA,1
KF,12
KFA,96
KG,81
KGA,202
KH,14
KHA,27
KI,91
KIA,93
KJ,203
KJA,11
KK,24
KKA,204
KL,11
KLA,205
KM,206
KMA,207
KN,208
KNA,196
KO,209
KP,27
KQ,210
KR,8
