0,1,2,3,4,5,6,7
0.9611882,-0.23816536,0.40496328,0.5209847,0.6026126,0.3925137,-0.57626694,-0.024480402
0.95259106,-0.20263603,0.33961126,0.5156256,0.62371576,0.4339048,-0.58025956,-0.036041524
1.0696951,-0.2739853,0.23279041,0.50999415,0.59065735,0.45452198,-0.5993829,-0.122228995
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
1.1506524,-1.2114096,0.79369295,0.2539519,-0.2943766,-0.034453813,-0.5932728,0.04294962
1.1011139,-1.29696,0.8935317,0.23203631,-0.37722373,-0.09644138,-0.5690231,0.0984336
1.1452793,-1.174238,0.70442826,0.24749036,-0.25329643,-0.010045424,-0.60034865,0.020528259
1.1308112,-1.2580487,0.823216,0.237981,-0.3513692,-0.07493578,-0.57099295,0.058198474
1.0438036,-0.5369987,0.41887245,0.41246262,0.31266913,0.29575732,-0.58556414,-0.050684642
0.7573975,0.108960316,0.2099674,0.6126491,0.89880764,0.5495923,-0.49802405,0.026072396
0.9212611,-0.21333851,0.28706074,0.5204135,0.6108835,0.43187156,-0.53892344,-0.03405912
1.1038506,-1.273235,0.8297497,0.22771175,-0.35705668,-0.083718896,-0.56967455,0.076946475
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
0.7937199,0.0033946198,0.2928753,0.5739321,0.7988939,0.47737965,-0.52804965,0.015271879
1.0093983,-1.4422258,1.338452,0.23749618,-0.5302831,-0.24045922,-0.50317484,0.23018174
0.8554603,-0.0936867,0.25464535,0.540431,0.7147918,0.49188304,-0.53250086,0.007098949
0.8024104,-0.06684237,0.3322171,0.5540049,0.7372927,0.44626698,-0.5257883,0.03498644
1.1193444,-1.1447066,0.59654826,0.22948134,-0.21656473,0.007312335,-0.6031827,0.004073467
1.1525289,-0.8485049,0.5067034,0.3538966,0.029400386,0.20152713,-0.5806785,-0.04412245
1.1406455,-0.70086503,0.37493244,0.38011655,0.18452765,0.27220234,-0.59528315,-0.08760188
0.9380331,-0.3327991,0.46660635,0.48109886,0.50851905,0.33726466,-0.57167965,0.01768644
1.1124315,-1.1245205,0.6225086,0.2414603,-0.20688842,0.0018944981,-0.610802,0.004044478
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
0.9611882,-0.23816536,0.40496328,0.5209847,0.6026126,0.3925137,-0.57626694,-0.024480402
1.0093983,-1.4422258,1.338452,0.23749618,-0.5302831,-0.24045922,-0.50317484,0.23018174
1.13583,-1.1088673,0.5474455,0.2361269,-0.181052,0.032879654,-0.6127925,-0.01890241
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
1.1044567,-1.2719386,0.9030728,0.24470456,-0.3345948,-0.06790696,-0.59020853,0.10553761
1.0093983,-1.4422258,1.338452,0.23749618,-0.5302831,-0.24045922,-0.50317484,0.23018174
1.0973985,-1.3317144,1.036341,0.2494471,-0.39303446,-0.10536031,-0.58124626,0.14904429
0.70813185,0.04910696,0.26519683,0.58139795,0.83389235,0.49048004,-0.49048007,0.065624446
1.1723884,-0.39175108,0.18294059,0.49140778,0.48385224,0.45862725,-0.61216766,-0.17848767
0.9239315,-0.19262707,0.41478258,0.52678424,0.6338657,0.399211,-0.5729104,-0.009373403
0.86163247,-0.14200407,0.39821428,0.53105795,0.6688812,0.4092186,-0.5570702,0.01574727
1.1653706,-0.69138885,0.3546997,0.39090055,0.19549212,0.29697165,-0.60588205,-0.101536036
1.1120577,-1.2075646,0.75955325,0.23959725,-0.27165973,-0.0275726,-0.59986013,0.058684245
1.0093983,-1.4422258,1.338452,0.23749618,-0.5302831,-0.24045922,-0.50317484,0.23018174
1.1749663,-0.37959146,0.19911572,0.50509953,0.50554824,0.4313561,-0.6164147,-0.19735397
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
1.1693166,-0.4266326,0.24741721,0.494885,0.45669106,0.3970331,-0.60812664,-0.18175511
1.0898955,-1.3906548,1.0762907,0.23360851,-0.47609085,-0.16028982,-0.54800177,0.15650138
1.0667732,-0.4118988,0.30525723,0.45316416,0.43174648,0.40059587,-0.58956236,-0.08781681
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
0.9863398,-0.41515765,0.42768905,0.44363534,0.41018674,0.33101535,-0.5778724,-0.031205192
1.0981734,-1.319781,0.90303695,0.22456637,-0.41104007,-0.11888275,-0.55456007,0.09901022
1.0869776,-1.4135761,1.0918267,0.22744907,-0.50839055,-0.18165131,-0.53507334,0.15940137
0.9464081,-1.3562692,1.5073968,0.2783405,-0.390677,-0.19245975,-0.5359183,0.28646216
1.1679523,-0.55381185,0.27915955,0.43950346,0.335215,0.35135072,-0.61241204,-0.14776887
