0,1,2,3,4,5,6,7
-0.30009475,-0.49799797,0.57427585,0.58638227,0.17780346,0.2786992,-0.7270627,0.7742703
-0.32353267,-0.47745603,0.5897446,0.5660792,0.16721794,0.29499212,-0.76303446,0.7899352
-0.29160428,-0.4945718,0.5773772,0.5879901,0.17606719,0.27406788,-0.737092,0.7718294
-0.29835033,-0.49115372,0.57983154,0.5834654,0.17429909,0.27846572,-0.74215263,0.77559596
-0.29683805,-0.48404974,0.58558565,0.5803179,0.17066088,0.2784002,-0.7577188,0.777093
-0.33846095,-0.47728217,0.5892562,0.5599745,0.16709359,0.3038599,-0.7585519,0.79607105
-0.29443616,-0.49134955,0.5798392,0.5851455,0.17440869,0.27612305,-0.7430092,0.7739424
-0.30599698,-0.4926417,0.57831806,0.5811724,0.17504379,0.28282362,-0.7365102,0.7782697
-0.3425561,-0.492216,0.577122,0.56622225,0.17473924,0.30454063,-0.72553253,0.79329634
-0.29835033,-0.49115372,0.57983154,0.5834654,0.17429909,0.27846572,-0.74215263,0.77559596
-0.30445087,-0.48228806,0.58667666,0.5763202,0.16973993,0.283118,-0.75898266,0.78072006
-0.30615017,-0.48780718,0.5821842,0.5785543,0.17256516,0.28347972,-0.74671894,0.77977055
-0.29193407,-0.49708584,0.5753495,0.5891867,0.17735516,0.27396935,-0.7316502,0.7712158
-0.2970827,-0.48786792,0.5825169,0.58223855,0.17261766,0.27809867,-0.74953717,0.77605706
-0.29443616,-0.4913495,0.5798392,0.58514553,0.17440869,0.27612305,-0.74300927,0.7739424
-0.30599698,-0.4926417,0.57831806,0.5811724,0.17504379,0.28282362,-0.7365102,0.7782697
-0.3012174,-0.48970103,0.58087456,0.58154243,0.17354766,0.2803348,-0.74430335,0.77719676
-0.27762607,-0.49770305,0.5754568,0.59527606,0.17770532,0.26541734,-0.7349904,0.76520073
-0.29193407,-0.49708584,0.5753496,0.5891867,0.17735516,0.27396935,-0.7316502,0.7712158
-0.2977145,-0.49773195,0.574589,0.5872002,0.1776727,0.27731964,-0.72840065,0.7733794
-0.2826427,-0.49421638,0.5780388,0.5914117,0.17590614,0.26879826,-0.74075854,0.7682827
-0.3053641,-0.5126243,0.56233865,0.59199476,0.18528874,0.28011176,-0.69431406,0.7720656
-0.29618463,-0.49475345,0.57703906,0.5862413,0.1761495,0.2767612,-0.735218,0.7736422
-0.2919341,-0.49708584,0.5753495,0.5891867,0.17735516,0.27396935,-0.7316502,0.7712158
-0.28617293,-0.4917628,0.5798557,0.58869237,0.17464006,0.2711774,-0.7448176,0.7704516
-0.29137337,-0.49281198,0.57879657,0.5871525,0.17516561,0.27413684,-0.74090135,0.772259
-0.28349912,-0.49290368,0.5790543,0.5903726,0.1752312,0.2694593,-0.74326575,0.76902235
-0.31419608,-0.48191422,0.58656615,0.5721972,0.16952531,0.28893736,-0.75660866,0.78480333
-0.28702968,-0.49977705,0.57340014,0.5925853,0.1787463,0.27074796,-0.7275334,0.7684161
-0.2879882,-0.4944284,0.57764417,0.5893708,0.1760022,0.27194154,-0.7385715,0.7703983
-0.28818104,-0.5056904,0.5686152,0.5952487,0.18177485,0.27073887,-0.7146116,0.7671257
-0.28798822,-0.4944284,0.57764417,0.5893708,0.1760022,0.27194154,-0.7385715,0.7703983
-0.3002644,-0.5026961,0.5705056,0.5887984,0.18021138,0.27825034,-0.71703845,0.77294135
-0.34912392,-0.47715813,0.58890724,0.5556138,0.16700475,0.31019405,-0.7553499,0.80045384
-0.31731898,-0.49020502,0.5797938,0.57532364,0.17376797,0.2898187,-0.7380012,0.78360915
-0.34613857,-0.4840026,0.5835503,0.56043583,0.17052042,0.3076243,-0.7417965,0.79720056
-0.28702968,-0.49977705,0.57340014,0.5925853,0.1787463,0.27074796,-0.7275334,0.7684161
-0.30931002,-0.49060556,0.5798096,0.5787612,0.17399222,0.28502518,-0.739754,0.7802258
-0.32549518,-0.49241465,0.5776802,0.573199,0.17488137,0.29440603,-0.7306554,0.78628385
-0.32824036,-0.48965883,0.5797722,0.5706359,0.17346217,0.29635525,-0.73561096,0.78822273
-0.30318552,-0.49091187,0.5798219,0.58139,0.1741637,0.2813596,-0.7410944,0.77763855
-0.29618463,-0.49475345,0.57703906,0.5862413,0.1761495,0.2767612,-0.735218,0.7736422
-0.27255067,-0.52299404,0.5554121,0.61069494,0.19068193,0.2594518,-0.68297404,0.7556064
-0.30075666,-0.487154,0.58293414,0.58038116,0.17224309,0.2803596,-0.74985766,0.77776676
-0.3125538,-0.50540656,0.56781775,0.58528197,0.18157183,0.28521684,-0.7072931,0.7771435
-0.30599698,-0.4926417,0.57831806,0.5811724,0.17504379,0.28282362,-0.7365102,0.7782697
-0.30621612,-0.4857246,0.5838495,0.5774263,0.17149745,0.28376234,-0.7511165,0.78041714
-0.28442797,-0.5142949,0.56188077,0.60131073,0.18619455,0.26750833,-0.6975731,0.7630357
-0.3102965,-0.48510087,0.58417755,0.575453,0.17116809,0.28625357,-0.75111395,0.7822657
-0.32221907,-0.4804677,0.5873876,0.5682009,0.16876484,0.29386145,-0.75707096,0.78850365
-0.30318347,-0.49600363,0.5757435,0.58408356,0.17677385,0.280763,-0.7302907,0.77612257
-0.28264266,-0.49421638,0.57803875,0.59141165,0.17590614,0.26879826,-0.74075854,0.7682827
-0.30026436,-0.5026961,0.5705056,0.5887984,0.18021138,0.27825034,-0.71703845,0.77294135
-0.2919341,-0.49708584,0.5753495,0.5891867,0.17735516,0.27396935,-0.7316502,0.7712158
-0.29388976,-0.49028575,0.5807143,0.58480304,0.17386468,0.2759236,-0.7454439,0.77403617
-0.28611904,-0.5048584,0.56936836,0.5956392,0.18135318,0.2696141,-0.71704733,0.7665329
-0.3103421,-0.49531505,0.5759941,0.58083606,0.17640391,0.28508618,-0.7294255,0.779245
-0.2969382,-0.4856133,0.58432895,0.5811044,0.17146222,0.2782767,-0.7543683,0.7766691
-0.29108498,-0.48482567,0.5852061,0.5830454,0.17107214,0.27489978,-0.75794226,0.77451706
