0,1,2,3,4,5,6,7
-0.52464277,-0.23386097,0.48263463,0.5552896,0.15132204,0.50643253,-0.72378135,0.6901125
-0.54139936,-0.24121483,0.46462807,0.5746416,0.16308753,0.5228393,-0.6867204,0.6841851
-0.5384439,-0.23750988,0.46556076,0.5761661,0.16221675,0.5222683,-0.6921103,0.68217444
-0.5384439,-0.23750988,0.46556076,0.5761661,0.16221675,0.5222683,-0.6921103,0.68217444
-0.5336525,-0.24125484,0.47615746,0.55864084,0.15592757,0.5119359,-0.70549256,0.69129133
-0.5435104,-0.24386123,0.46396184,0.5735526,0.16370952,0.5232472,-0.6828703,0.6856213
-0.5336525,-0.24125484,0.47615746,0.55864084,0.15592757,0.5119359,-0.70549256,0.69129133
-0.52784234,-0.24128485,0.48480448,0.5466403,0.1505576,0.5037584,-0.7195717,0.696621
-0.5384439,-0.23750988,0.46556076,0.5761661,0.16221675,0.5222683,-0.6921103,0.68217444
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.5233233,-0.24130821,0.49153,0.53730655,0.14638096,0.49739805,-0.73052216,0.7007663
-0.53148407,-0.16052756,0.48539698,0.5440956,0.13253167,0.52867144,-0.78257066,0.6668729
-0.5266086,-0.24315135,0.48837346,0.54027784,0.148487,0.5002277,-0.72344697,0.7001136
-0.53148407,-0.16052756,0.48539698,0.5440956,0.13253167,0.52867144,-0.78257066,0.6668729
-0.51184464,-0.20416534,0.473955,0.58988684,0.15437976,0.5171294,-0.74061984,0.66407835
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.54632515,-0.24738976,0.46307358,0.5721007,0.16453883,0.523791,-0.677737,0.6875363
-0.5384439,-0.23750988,0.46556076,0.5761661,0.16221675,0.5222683,-0.6921103,0.68217444
-0.5418683,-0.22815152,0.47613126,0.5497037,0.15152113,0.51866955,-0.7124461,0.68999785
-0.5386579,-0.24536258,0.47255903,0.56050265,0.1584862,0.51499337,-0.6953321,0.69194627
-0.52989846,-0.23817404,0.4788563,0.5572445,0.1540086,0.50964284,-0.71311283,0.69080013
-0.5435104,-0.24386123,0.46396184,0.5735526,0.16370952,0.5232472,-0.6828703,0.6856213
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.53343207,-0.2469794,0.4818176,0.5464488,0.15286112,0.5061046,-0.7087524,0.69875777
-0.52756,-0.19656345,0.4922979,0.53238845,0.13560085,0.51164484,-0.7651217,0.68575716
-0.53765726,-0.18533055,0.4790389,0.54982644,0.1412591,0.52792716,-0.75187063,0.6737143
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.53148407,-0.16052756,0.48539698,0.5440956,0.13253167,0.52867144,-0.78257066,0.6668729
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.51184464,-0.20416534,0.473955,0.58988684,0.15437976,0.5171294,-0.74061984,0.66407835
-0.5435104,-0.24386123,0.46396184,0.5735526,0.16370952,0.5232472,-0.6828703,0.6856213
-0.5108416,-0.23021202,0.49970847,0.53441316,0.1404273,0.49059677,-0.7554524,0.6980505
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.54139936,-0.24121483,0.46462807,0.5746416,0.16308753,0.5228393,-0.6867204,0.6841851
-0.5340107,-0.23195246,0.4669598,0.5784529,0.16091059,0.52141184,-0.7001952,0.67915845
-0.51184464,-0.20416534,0.473955,0.58988684,0.15437976,0.5171294,-0.74061984,0.66407835
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.5108416,-0.23021202,0.49970847,0.53441316,0.1404273,0.49059677,-0.7554524,0.6980505
-0.5384439,-0.23750988,0.46556076,0.5761661,0.16221675,0.5222683,-0.6921103,0.68217444
-0.5418431,-0.24797659,0.47026917,0.5616874,0.16011442,0.516939,-0.6888664,0.6923631
-0.5340107,-0.23195246,0.4669598,0.5784529,0.16091059,0.52141184,-0.7001952,0.67915845
-0.5340107,-0.23195246,0.4669598,0.5784529,0.16091059,0.52141184,-0.7001952,0.67915845
-0.536468,-0.24356544,0.47413334,0.5596881,0.15736681,0.5136557,-0.69977725,0.69165975
-0.54040974,-0.24680027,0.4712996,0.5611543,0.15938172,0.51606345,-0.6917759,0.6921755
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.54383045,-0.21013355,0.47268078,0.5555573,0.14998655,0.5271828,-0.7211706,0.68055564
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.5384439,-0.23750988,0.46556076,0.5761661,0.16221675,0.5222683,-0.6921103,0.68217444
-0.51184464,-0.20416534,0.473955,0.58988684,0.15437976,0.5171294,-0.74061984,0.66407835
-0.53350914,-0.2449758,0.47983652,0.55071604,0.15393436,0.5081456,-0.70761144,0.6961445
-0.5336525,-0.24125484,0.47615746,0.5586409,0.15592757,0.5119359,-0.70549256,0.69129133
-0.5340107,-0.23195246,0.4669598,0.5784529,0.16091059,0.52141184,-0.7001952,0.67915845
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.51184464,-0.20416534,0.473955,0.58988684,0.15437976,0.5171294,-0.74061984,0.66407835
-0.52989846,-0.23817404,0.4788563,0.5572445,0.1540086,0.50964284,-0.71311283,0.69080013
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.5336525,-0.24125484,0.47615746,0.55864084,0.15592757,0.5119359,-0.70549256,0.69129133
-0.5340107,-0.23195246,0.4669598,0.5784529,0.16091059,0.52141184,-0.7001952,0.67915845
-0.5336525,-0.24125484,0.47615746,0.55864084,0.15592757,0.5119359,-0.70549256,0.69129133
-0.53232944,-0.20709276,0.486909,0.53816015,0.14090762,0.51398635,-0.7475632,0.6871707
-0.53765726,-0.18533055,0.4790389,0.54982644,0.1412591,0.52792716,-0.75187063,0.6737143
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.526622,-0.22269009,0.46929154,0.5822642,0.15873365,0.51998436,-0.7136701,0.6741317
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.5473103,-0.24862476,0.46276268,0.5715925,0.16482909,0.52398133,-0.6759404,0.68820655
-0.5435104,-0.24386123,0.46396184,0.5735526,0.16370952,0.5232472,-0.6828703,0.6856213
-0.5278423,-0.24128488,0.48480448,0.54664034,0.1505576,0.5037584,-0.7195717,0.696621
-0.5340107,-0.23195246,0.4669598,0.5784529,0.16091059,0.52141184,-0.7001952,0.67915845
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.53153664,-0.24591607,0.48363867,0.54473466,0.15164606,0.50447214,-0.7128342,0.6991344
-0.533432,-0.2469794,0.4818176,0.5464488,0.1528611,0.5061046,-0.7087524,0.69875777
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.52989846,-0.23817404,0.4788563,0.55724454,0.1540086,0.50964284,-0.71311283,0.69080013
-0.54139936,-0.24121483,0.46462807,0.5746416,0.16308753,0.5228393,-0.6867204,0.6841851
-0.5336525,-0.24125484,0.47615746,0.5586409,0.15592757,0.5119359,-0.70549256,0.69129133
-0.5278423,-0.24128485,0.48480448,0.54664034,0.1505576,0.5037584,-0.7195717,0.696621
