CaseIds,Labels
A,78
AA,27
AAA,34
AB,27
ABA,86
AC,21
ACA,27
AD,101
ADA,58
AE,49
AEA,10
AF,65
AFA,47
AG,54
AGA,40
AH,71
AHA,35
AI,29
AIA,10
AJ,6
AJA,54
AK,13
AKA,3
AL,40
ALA,68
AM,54
AMA,64
AN,27
ANA,64
AO,26
AP,13
AQ,5
AR,6
AS,6
AT,27
AU,35
AV,10
AW,60
AX,4
AY,75
AZ,40
B,92
BA,21
BAA,35
BB,4
BBA,94
BC,54
BCA,15
BD,35
BDA,60
BE,39
BEA,27
BF,21
BFA,15
BG,4
BGA,35
BH,67
BHA,40
BI,4
BIA,58
BJ,42
BJA,22
BK,21
BKA,28
BL,7
BLA,80
BM,56
BMA,1
BN,103
BNA,31
BO,4
BP,95
BQ,35
BR,34
BS,74
BT,21
BU,5
BV,73
BW,87
BX,65
BY,4
BZ,58
C,29
CA,27
CAA,27
CB,94
CBA,47
CC,1
CCA,27
CD,27
CDA,3
CE,51
CEA,100
CF,58
CFA,2
CG,5
CGA,34
CH,33
CHA,21
CI,39
CIA,54
CJ,97
CJA,7
CK,54
CKA,65
CL,3
CLA,27
CM,18
CMA,33
CN,51
CNA,2
CO,51
CP,17
CQ,39
CR,65
CS,60
CT,35
CU,7
CV,35
CW,40
CX,66
CY,91
CZ,75
D,21
DA,102
DAA,48
DB,35
DBA,94
DC,1
DCA,21
DD,76
DDA,6
DE,54
DEA,94
DF,54
DFA,7
DG,35
DGA,80
DH,13
DHA,22
DI,35
DIA,54
DJ,15
DJA,12
DK,21
DKA,59
DL,68
DLA,27
DM,27
DMA,3
DN,54
DNA,27
DO,8
DP,5
DQ,27
DR,40
DS,40
DT,38
DU,10
DV,27
DW,39
DX,79
DY,96
DZ,58
E,27
EA,71
EAA,50
EB,27
EBA,92
EC,86
ECA,74
ED,15
EDA,1
EE,31
EEA,21
EF,5
EFA,4
EG,54
EGA,39
EH,10
EHA,81
EI,41
EIA,1
EJ,71
EJA,33
EK,15
EKA,5
EL,96
ELA,73
EM,58
EMA,65
EN,27
ENA,54
EO,29
EP,27
EQ,72
ER,27
ES,80
ET,10
EU,63
EV,24
EW,72
EX,47
EY,27
EZ,4
F,10
FA,27
FAA,71
FB,27
FBA,89
FC,31
FCA,29
FD,53
FDA,73
FE,62
FEA,10
FF,27
FFA,3
FG,63
FGA,13
FH,41
FHA,41
FI,27
FIA,85
FJ,21
FJA,48
FK,6
FKA,70
FL,10
FLA,54
FM,80
FMA,9
FN,15
FNA,10
FO,16
FP,56
FQ,76
FR,10
FS,4
FT,91
FU,18
FV,27
FW,87
FX,66
FY,28
FZ,99
G,35
GA,35
GAA,48
GB,21
GBA,34
GC,35
GCA,63
GD,86
GDA,38
GE,40
GEA,5
GF,37
GFA,10
GG,73
GGA,27
GH,27
GHA,17
GI,33
GIA,60
GJ,67
GJA,28
GK,84
GKA,4
GL,41
GLA,66
GM,99
GMA,44
GN,72
GNA,42
GO,67
GP,10
GQ,22
GR,54
GS,62
GT,62
GU,52
GV,5
GW,53
GX,40
GY,39
GZ,54
H,14
HA,70
HAA,62
HB,40
HBA,79
HC,54
HCA,27
HD,58
HDA,1
HE,88
HEA,80
HF,39
HFA,27
HG,41
HGA,74
HH,35
HHA,65
HI,12
HIA,8
HJ,80
HJA,39
HK,68
HKA,86
HL,29
HLA,65
HM,95
HMA,3
HN,73
HNA,75
HO,20
HP,70
HQ,39
HR,10
HS,81
HT,5
HU,3
HV,48
HW,12
HX,10
HY,29
HZ,88
I,71
IA,27
IAA,12
IB,96
IBA,92
IC,10
ICA,54
ID,3
IDA,51
IE,31
IEA,21
IF,6
IFA,27
IG,53
IGA,8
IH,22
IHA,48
II,21
IIA,79
IJ,49
IJA,13
IK,4
IKA,27
IL,79
ILA,36
IM,103
IMA,54
IN,13
INA,3
IO,28
IP,94
IQ,21
IR,10
IS,20
IT,8
IU,40
IV,27
IW,102
IX,27
IY,73
IZ,31
J,63
JA,64
JAA,102
JB,27
JBA,27
JC,29
JCA,80
JD,59
JDA,27
JE,8
JEA,10
JF,27
JFA,31
JG,102
JGA,76
JH,36
JHA,61
JI,27
JIA,57
JJ,35
JJA,70
JK,16
JKA,79
JL,10
JLA,78
JM,14
JMA,100
JN,35
JNA,3
JO,36
JP,54
JQ,86
JR,17
JS,11
JT,66
JU,87
JV,65
JW,8
JX,100
JY,79
JZ,24
K,8
KA,48
KAA,19
KB,34
KBA,40
KC,79
KCA,43
KD,28
KDA,3
KE,8
KEA,27
KF,40
KFA,71
KG,48
KGA,12
KH,35
KHA,10
KI,8
KIA,79
KJ,82
KJA,54
KK,5
KKA,29
KL,54
KLA,43
KM,45
KMA,30
KN,82
KNA,65
KO,5
KP,10
KQ,90
KR,10
KS,88
KT,39
KU,27
KV,31
KW,33
KX,25
KY,54
KZ,46
L,77
LA,54
LAA,27
LB,74
LBA,74
LC,62
LCA,27
LD,5
LDA,40
LE,77
LEA,30
LF,54
LFA,10
LG,91
LGA,10
LH,16
LHA,39
LI,59
LIA,81
LJ,25
LJA,27
LK,35
LKA,6
LL,30
LLA,54
LM,37
LMA,26
LN,29
LNA,3
LO,27
LP,6
LQ,2
LR,35
LS,77
LT,95
LU,21
LV,81
LW,67
LX,102
LY,3
LZ,71
M,3
MA,5
MAA,62
MB,3
MBA,63
MC,63
MCA,54
MD,29
MDA,53
ME,29
MEA,72
MF,3
MFA,21
MG,51
MGA,77
MH,54
MHA,8
MI,27
MIA,21
MJ,99
MJA,102
MK,72
MKA,75
ML,88
MLA,54
MM,32
MMA,27
MN,97
MO,10
MP,15
MQ,18
MR,9
MS,39
MT,1
MU,5
MV,87
MW,58
MX,35
MY,4
MZ,49
N,35
NAA,3
NA_,80
NB,42
NBA,54
NC,23
NCA,28
ND,92
NDA,71
NE,54
NEA,11
NF,103
NFA,27
NG,4
NGA,98
NH,21
NHA,51
NI,29
NIA,21
NJ,59
NJA,49
NK,72
NKA,10
NL,4
NLA,54
NM,66
NMA,66
NN,102
NO,39
NP,17
NQ,54
NR,74
NS,4
NT,100
NU,42
NV,63
NW,87
NX,46
NY,27
NZ,25
O,34
OA,53
OAA,25
OB,48
OBA,50
OC,15
OCA,54
OD,45
ODA,6
OE,3
OEA,100
OF,3
OFA,60
OG,38
OGA,39
OH,8
OHA,79
OI,4
OIA,40
OJ,16
OJA,3
OK,5
OKA,35
OL,41
OLA,1
OM,28
OMA,88
ON,40
OO,71
OP,27
OQ,46
OR,88
OS,1
OT,8
OU,59
OV,10
OW,48
OX,99
OY,91
OZ,24
P,3
PA,4
PAA,27
PB,93
PBA,43
PC,54
PCA,14
PD,0
PDA,73
PE,27
PEA,10
PF,40
PFA,15
PG,21
PGA,18
PH,27
PHA,27
PI,63
PIA,72
PJ,72
PJA,27
PK,80
PKA,41
PL,4
PLA,42
PM,27
PMA,5
PN,51
PO,28
PP,54
PQ,19
PR,47
PS,10
PT,39
PU,11
PV,59
PW,92
PX,54
PY,27
PZ,49
Q,3
QA,53
QAA,86
QB,93
QBA,81
QC,80
QCA,40
QD,41
QDA,31
QE,74
QEA,23
QF,8
QFA,76
QG,21
QGA,60
QH,42
QHA,5
QI,38
QIA,8
QJ,5
QJA,0
QK,58
QKA,63
QL,4
QLA,60
QM,35
QMA,15
QN,92
QO,21
QP,100
QQ,22
QR,54
QS,35
QT,13
QU,28
QV,10
QW,59
QX,97
QY,18
QZ,59
R,54
RA,3
RAA,17
RB,31
RBA,28
RC,82
RCA,82
RD,23
RDA,27
RE,27
REA,4
RF,10
RFA,10
RG,45
RGA,5
RH,34
RHA,64
RI,8
RIA,39
RJ,60
RJA,27
RK,5
RKA,90
RL,31
RLA,58
RM,31
RN,78
RO,86
RP,2
RQ,27
RR,34
RS,10
RT,34
RU,91
RV,3
RW,40
RX,54
RY,101
RZ,87
S,94
SA,99
SAA,50
SB,22
SBA,8
SC,52
SCA,8
SD,5
SDA,5
SE,10
SEA,9
SF,36
SFA,8
SG,54
SGA,32
SH,82
SHA,65
SI,15
SIA,27
SJ,17
SJA,82
SK,103
SKA,3
SL,8
SLA,78
SM,75
SMA,32
SN,27
SO,17
SP,3
SQ,100
SR,79
SS,21
ST,71
SU,10
SV,10
SW,46
SX,15
SY,59
SZ,27
T,10
TA,50
TAA,80
TB,12
TBA,35
TC,88
TCA,6
TD,49
TDA,10
TE,54
TEA,39
TF,88
TFA,4
TG,71
TGA,40
TH,73
THA,35
TI,91
TIA,18
TJ,29
TJA,30
TK,54
TKA,29
TL,100
TLA,27
TM,23
TMA,10
TN,62
TO,97
TP,40
TQ,29
TR,76
TS,78
TT,54
TU,25
TV,65
TW,79
TX,29
TY,3
TZ,27
U,1
UA,60
UAA,54
UB,10
UBA,29
UC,97
UCA,54
UD,37
UDA,20
UE,74
UEA,3
UF,91
UFA,27
UG,27
UGA,18
UH,3
UHA,54
UI,5
UIA,79
UJ,17
UJA,27
UK,47
UKA,46
UL,60
ULA,40
UM,0
UMA,5
UN,54
UO,55
UP,51
UQ,70
UR,17
US,40
UT,35
UU,26
UV,29
UW,63
UX,27
UY,10
UZ,77
V,67
VA,39
VAA,87
VB,64
VBA,54
VC,79
VCA,29
VD,51
VDA,21
VE,6
VEA,27
VF,39
VFA,92
VG,47
VGA,27
VH,54
VHA,54
VI,46
VIA,81
VJ,39
VJA,3
VK,67
VKA,35
VL,5
VLA,27
VM,86
VMA,3
VN,101
VO,74
VP,40
VQ,43
VR,40
VS,92
VT,49
VU,5
VV,54
VW,59
VX,54
VY,100
VZ,51
W,63
WA,38
WAA,35
WB,54
WBA,85
WC,36
WCA,42
WD,3
WDA,103
WE,83
WEA,23
WF,46
WFA,21
WG,5
WGA,16
WH,54
WHA,35
WI,55
WIA,54
WJA,20
WK,51
WKA,28
WL,14
WLA,14
WM,93
WMA,54
WN,30
WO,17
WP,65
WQ,21
WR,30
WS,4
WT,99
WU,66
WV,5
WW,73
WX,27
WY,3
WZ,72
X,14
XA,3
XAA,39
XB,60
XBA,46
XC,27
XCA,91
XD,10
XDA,4
XE,27
XEA,35
XF,59
XFA,83
XG,27
XGA,29
XH,6
XHA,53
XI,91
XIA,54
XJ,10
XJA,6
XK,4
XKA,21
XL,63
XLA,27
XM,73
XMA,3
XN,8
XO,33
XP,60
XQ,59
XR,56
XS,6
XT,79
XU,27
XV,27
XW,48
XX,77
XY,21
XZ,17
Y,27
YA,4
YAA,35
YB,40
YBA,5
YC,57
YCA,13
YD,27
YDA,21
YE,39
YEA,10
YF,16
YFA,35
YG,69
YGA,59
YH,31
YHA,48
YI,5
YIA,37
YJ,90
YJA,35
YK,65
YKA,69
YL,17
YLA,45
YM,21
YMA,89
YN,71
YO,72
YP,72
YQ,35
YR,80
YS,74
YT,28
YU,3
YV,6
YW,50
YX,45
YY,50
YZ,71
Z,38
ZA,27
ZAA,67
ZB,93
ZBA,63
ZC,43
ZCA,52
ZD,31
ZDA,73
ZE,53
ZEA,73
ZF,8
ZFA,21
ZG,10
ZGA,20
ZH,49
ZHA,88
ZI,17
ZIA,27
ZJ,87
ZJA,78
ZK,43
ZKA,92
ZL,21
ZLA,34
ZM,81
ZMA,11
ZN,54
ZO,35
ZP,35
ZQ,42
ZR,79
ZS,39
ZT,24
ZU,10
ZV,35
ZW,39
ZX,10
ZY,27
ZZ,5
