CaseIds,Labels
Case 1,55
Case 10,8
Case 100,15
Case 1000,22
Case 1001,8
Case 1002,8
Case 1003,8
Case 1004,8
Case 1005,8
Case 1006,8
Case 1007,8
Case 1008,8
Case 1009,69
Case 101,58
Case 1010,15
Case 1011,58
Case 1012,8
Case 1013,43
Case 1014,37
Case 1015,8
Case 1016,8
Case 1017,44
Case 1018,8
Case 1019,69
Case 102,8
Case 1020,69
Case 1021,8
Case 1022,22
Case 1023,21
Case 1024,22
Case 1025,37
Case 1026,15
Case 1027,69
Case 1028,8
Case 1029,8
Case 103,31
Case 1030,17
Case 1031,37
Case 1032,69
Case 1033,69
Case 1034,8
Case 1035,28
Case 1036,37
Case 1037,8
Case 1038,8
Case 1039,8
Case 104,8
Case 1040,8
Case 1041,8
Case 1042,8
Case 1043,69
Case 1044,20
Case 1045,8
Case 1046,8
Case 1047,18
Case 1048,37
Case 1049,30
Case 105,69
Case 1050,37
Case 1051,8
Case 1052,8
Case 1053,18
Case 1054,69
Case 1055,8
Case 1056,8
Case 1057,27
Case 1058,69
Case 1059,8
Case 106,43
Case 1060,8
Case 1061,18
Case 1062,2
Case 1063,8
Case 1064,8
Case 1065,43
Case 1066,8
Case 1067,8
Case 1068,8
Case 1069,8
Case 107,69
Case 1070,20
Case 1071,8
Case 1072,22
Case 1073,8
Case 1074,69
Case 1075,8
Case 1076,69
Case 1077,22
Case 1078,30
Case 1079,19
Case 108,8
Case 1080,63
Case 1081,69
Case 1082,8
Case 1083,22
Case 1084,8
Case 1085,37
Case 1086,8
Case 1087,20
Case 1088,21
Case 1089,37
Case 109,37
Case 1090,30
Case 1091,2
Case 1092,43
Case 1093,43
Case 1094,8
Case 1095,49
Case 1096,8
Case 1097,75
Case 1098,22
Case 1099,8
Case 11,8
Case 110,8
Case 1100,37
Case 1101,8
Case 1102,30
Case 1103,8
Case 1104,8
Case 1105,72
Case 1106,8
Case 1107,8
Case 1108,8
Case 1109,69
Case 111,20
Case 1110,69
Case 1111,37
Case 1112,19
Case 1113,69
Case 1114,1
Case 1115,8
Case 1116,8
Case 1117,8
Case 1118,22
Case 1119,8
Case 112,8
Case 1120,8
Case 1121,8
Case 1122,8
Case 1123,8
Case 1124,8
Case 1125,8
Case 1126,21
Case 1127,8
Case 1128,8
Case 1129,37
Case 113,58
Case 1130,8
Case 1131,8
Case 1132,8
Case 1133,8
Case 1134,8
Case 1135,15
Case 1136,43
Case 1137,8
Case 1138,8
Case 1139,8
Case 114,4
Case 1140,37
Case 1141,1
Case 1142,97
Case 1143,8
Case 1144,87
Case 1145,69
Case 1146,8
Case 1147,8
Case 1148,8
Case 1149,8
Case 115,19
Case 1150,8
Case 1151,8
Case 1152,8
Case 1153,69
Case 1154,44
Case 1155,37
Case 1156,69
Case 1157,8
Case 1158,28
Case 1159,69
Case 116,8
Case 1160,8
Case 1161,8
Case 1162,8
Case 1163,43
Case 1164,8
Case 1165,8
Case 1166,8
Case 1167,37
Case 1168,44
Case 1169,43
Case 117,8
Case 1170,8
Case 1171,8
Case 1172,69
Case 1173,32
Case 1174,8
Case 1175,3
Case 1176,69
Case 1177,8
Case 1178,8
Case 1179,69
Case 118,8
Case 1180,37
Case 1181,8
Case 1182,8
Case 1183,37
Case 1184,8
Case 1185,8
Case 1186,8
Case 1187,8
Case 1188,8
Case 1189,37
Case 119,8
Case 1190,30
Case 1191,37
Case 1192,73
Case 1193,8
Case 1194,22
Case 1195,8
Case 1196,8
Case 1197,18
Case 1198,21
Case 1199,8
Case 12,8
Case 120,69
Case 1200,8
Case 1201,8
Case 1202,22
Case 1203,8
Case 1204,20
Case 1205,8
Case 1206,8
Case 1207,69
Case 1208,8
Case 1209,8
Case 121,8
Case 1210,36
Case 1211,22
Case 1212,8
Case 1213,8
Case 1214,55
Case 1215,8
Case 1216,8
Case 1217,8
Case 1218,37
Case 1219,8
Case 122,8
Case 1220,8
Case 1221,69
Case 1222,8
Case 1223,3
Case 1224,8
Case 1225,43
Case 1226,21
Case 1227,1
Case 1228,8
Case 1229,8
Case 123,37
Case 1230,8
Case 1231,8
Case 1232,8
Case 1233,8
Case 1234,69
Case 1235,19
Case 1236,69
Case 1237,8
Case 1238,27
Case 1239,69
Case 124,8
Case 1240,8
Case 1241,8
Case 1242,8
Case 1243,8
Case 1244,8
Case 1245,32
Case 1246,69
Case 1247,37
Case 1248,19
Case 1249,71
Case 125,37
Case 1250,2
Case 1251,69
Case 1252,30
Case 1253,8
Case 1254,98
Case 1255,69
Case 1256,69
Case 1257,8
Case 1258,8
Case 1259,21
Case 126,49
Case 1260,8
Case 1261,10
Case 1262,8
Case 1263,8
Case 1264,37
Case 1265,22
Case 1266,8
Case 1267,8
Case 1268,43
Case 1269,37
Case 127,8
Case 1270,37
Case 1271,43
Case 1272,8
Case 1273,8
Case 1274,8
Case 1275,8
Case 1276,22
Case 1277,8
Case 1278,6
Case 1279,22
Case 128,21
Case 1280,8
Case 1281,30
Case 1282,85
Case 1283,8
Case 1284,58
Case 1285,8
