CaseIds,Labels
1-364285768,43
1-467153946,67
1-503573772,14
1-504538555,52
1-506071646,50
1-512795200,72
1-516553982,52
1-522528740,47
1-523391859,33
1-529067006,52
1-529096847,79
1-530458987,45
1-530772502,49
1-530838254,50
1-532109338,52
1-536444735,47
1-536481337,7
1-537219938,51
1-540390551,49
1-541468268,43
1-543317665,53
1-543979253,8
1-544969832,65
1-544976636,49
1-550213097,27
1-557297151,81
1-559795575,53
1-565045794,28
1-567358917,60
1-577292898,14
1-578864726,44
1-580893958,14
1-580987781,34
1-583200733,62
1-587101946,59
1-593737913,11
1-594260021,60
1-597436480,63
1-601328051,19
1-603556351,58
1-603749197,7
1-604144478,65
1-605313141,6
1-605956457,37
1-606902814,30
1-609835209,47
1-611261188,79
1-613379581,35
1-614948909,36
1-617858557,67
1-618854217,26
1-619069761,53
1-620611187,34
1-620858291,49
1-621825480,52
1-623778166,44
1-626766981,40
1-627819166,50
1-627973205,50
1-629364071,70
1-629883996,52
1-630181491,47
1-632620937,19
1-634340171,33
1-634738521,37
1-635268712,27
1-635375181,48
1-636928149,51
1-637842042,81
1-638018481,43
1-638289351,56
1-638742591,27
1-638841644,11
1-638945511,40
1-642373523,81
1-642402641,55
1-642411971,19
1-642714990,37
1-642761396,47
1-642781041,54
1-643338463,56
1-643546500,43
1-643684191,55
1-643733486,74
1-644761840,52
1-647788578,74
1-647953636,51
1-648471635,50
1-648654669,56
1-649830550,30
1-649950870,53
1-650013051,70
1-651196130,15
1-651324866,30
1-652256138,41
1-652468131,56
1-652924814,0
1-652947231,71
1-653391886,56
1-654423931,26
1-655021441,57
1-655281402,22
1-656241183,40
1-656373348,31
1-656450664,49
1-657323705,30
1-657893589,56
1-657900377,52
1-658045761,40
1-658345511,34
1-658515933,30
1-658538636,44
1-659129745,30
1-659713703,81
1-660051308,13
1-660218981,60
1-660730501,79
1-660865454,41
1-660915327,79
1-665922195,41
1-673825643,66
1-682281772,43
1-683319231,56
1-683762637,22
1-684012815,43
1-684695843,41
1-685098751,10
1-685155470,79
1-686398767,58
1-686497432,52
1-686580161,23
1-686609791,60
1-686885675,8
1-687082195,22
1-687085471,32
1-687329729,15
1-687521104,0
1-687544011,70
1-687638428,43
1-687647619,81
1-687710013,30
1-688278051,26
1-688624453,58
1-688689511,44
1-688696731,13
1-689206959,5
1-689461262,34
1-689501709,63
1-690238688,81
1-690422411,26
1-690436171,87
1-690839783,27
1-691049627,47
1-691129791,30
1-691759626,7
1-691782323,48
1-691794481,19
1-691811604,30
1-691832279,41
1-691950241,63
1-691971107,53
1-692009261,44
1-692067345,36
1-692755228,59
1-692758611,65
1-692758994,63
1-692918254,71
1-693021183,52
1-693200675,47
1-693253181,77
1-693258975,0
1-693300691,40
1-693352046,33
1-693412654,39
1-693587250,71
1-693822171,70
1-693837467,56
1-694035053,36
1-694236018,50
1-694266600,30
1-694274811,53
1-694300980,36
1-694339964,27
1-694346169,56
1-694375168,37
1-694457714,30
1-694782353,53
1-694796871,40
1-694844381,65
1-694845331,14
1-694868667,40
1-694899341,30
1-694975897,41
1-695147297,66
1-695221831,48
1-695298616,0
1-695360832,40
1-695452478,5
1-695486451,53
1-695870591,59
1-695872361,60
1-696080795,64
1-696101645,44
1-696163170,15
1-696361691,35
1-696484951,35
1-696831586,71
1-696861441,4
1-696882469,5
1-696894381,5
1-696911694,81
1-696915401,34
1-696981592,50
1-697462851,4
1-697478298,15
1-697528961,41
1-697746161,73
1-697751037,81
1-697774726,19
