CaseIds,Labels
1-364285768,11
1-467153946,64
1-503573772,67
1-504538555,79
1-506071646,27
1-512795200,51
1-516553982,38
1-522528740,29
1-523391859,55
1-529067006,79
1-529096847,39
1-530458987,51
1-530772502,43
1-530838254,39
1-532109338,38
1-536444735,43
1-536481337,90
1-537219938,79
1-540390551,29
1-541468268,70
1-543317665,76
1-543979253,2
1-544969832,49
1-544976636,43
1-550213097,53
1-557297151,90
1-559795575,53
1-565045794,51
1-567358917,77
1-577292898,79
1-578864726,43
1-580893958,79
1-580987781,46
1-583200733,80
1-587101946,77
1-593737913,89
1-594260021,77
1-597436480,88
1-601328051,83
1-603556351,66
1-603749197,11
1-604144478,49
1-605313141,33
1-605956457,53
1-606902814,40
1-609835209,29
1-611261188,53
1-613379581,8
1-614948909,76
1-617858557,64
1-618854217,23
1-619069761,76
1-620611187,87
1-620858291,43
1-621825480,76
1-623778166,12
1-626766981,1
1-627819166,64
1-627973205,27
1-629364071,52
1-629883996,39
1-630181491,43
1-632620937,68
1-634340171,55
1-634738521,76
1-635268712,53
1-635375181,3
1-636928149,43
1-637842042,62
1-638018481,63
1-638289351,65
1-638742591,39
1-638841644,52
1-638945511,66
1-642373523,51
1-642402641,55
1-642411971,77
1-642714990,38
1-642761396,43
1-642781041,15
1-643338463,65
1-643546500,93
1-643684191,55
1-643733486,3
1-644761840,76
1-647788578,3
1-647953636,43
1-648471635,51
1-648654669,65
1-649830550,38
1-649950870,76
1-650013051,52
1-651196130,70
1-651324866,40
1-652256138,82
1-652468131,89
1-652924814,42
1-652947231,89
1-653391886,65
1-654423931,77
1-655021441,29
1-655281402,53
1-656241183,38
1-656373348,71
1-656450664,43
1-657323705,40
1-657893589,65
1-657900377,38
1-658045761,66
1-658345511,13
1-658515933,40
1-658538636,12
1-659129745,40
1-659713703,90
1-660051308,87
1-660218981,77
1-660730501,62
1-660865454,21
1-660915327,27
1-665922195,82
1-673825643,56
1-682281772,70
1-683319231,65
1-683762637,72
1-684012815,63
1-684695843,21
1-685098751,29
1-685155470,51
1-686398767,10
1-686497432,27
1-686580161,81
1-686609791,90
1-686885675,2
1-687082195,27
1-687085471,76
1-687329729,70
1-687521104,42
1-687544011,52
1-687638428,70
1-687647619,90
1-687710013,40
1-688278051,77
1-688624453,10
1-688689511,92
1-688696731,25
1-689206959,17
1-689461262,87
1-689501709,88
1-690238688,23
1-690422411,77
1-690436171,53
1-690839783,51
1-691049627,43
1-691129791,40
1-691759626,62
1-691782323,51
1-691794481,72
1-691811604,40
1-691832279,82
1-691950241,49
1-691971107,39
1-692009261,63
1-692067345,27
1-692755228,77
1-692758611,61
1-692758994,74
1-692918254,84
1-693021183,38
1-693200675,29
1-693253181,88
1-693258975,42
1-693300691,84
1-693352046,55
1-693412654,53
1-693587250,3
1-693822171,46
1-693837467,65
