CaseIds,Labels
Case 1,55
Case 10,3
Case 100,15
Case 1000,22
Case 1001,3
Case 1002,3
Case 1003,3
Case 1004,3
Case 1005,3
Case 1006,3
Case 1007,3
Case 1008,3
Case 1009,69
Case 101,58
Case 1010,15
Case 1011,58
Case 1012,3
Case 1013,43
Case 1014,37
Case 1015,3
Case 1016,3
Case 1017,44
Case 1018,3
Case 1019,69
Case 102,3
Case 1020,69
Case 1021,3
Case 1022,22
Case 1023,21
Case 1024,22
Case 1025,37
Case 1026,15
Case 1027,69
Case 1028,3
Case 1029,3
Case 103,31
Case 1030,8
Case 1031,37
Case 1032,69
Case 1033,69
Case 1034,3
Case 1035,28
Case 1036,37
Case 1037,3
Case 1038,3
Case 1039,3
Case 104,3
Case 1040,3
Case 1041,3
Case 1042,3
Case 1043,69
Case 1044,20
Case 1045,3
Case 1046,3
Case 1047,18
Case 1048,37
Case 1049,30
Case 105,69
Case 1050,37
Case 1051,3
Case 1052,3
Case 1053,18
Case 1054,69
Case 1055,3
Case 1056,3
Case 1057,27
Case 1058,69
Case 1059,3
Case 106,43
Case 1060,3
Case 1061,18
Case 1062,2
Case 1063,3
Case 1064,3
Case 1065,43
Case 1066,3
Case 1067,3
Case 1068,3
Case 1069,3
Case 107,69
Case 1070,20
Case 1071,3
Case 1072,22
Case 1073,3
Case 1074,69
Case 1075,3
Case 1076,69
Case 1077,22
Case 1078,30
Case 1079,19
Case 108,3
Case 1080,63
Case 1081,69
Case 1082,3
Case 1083,22
Case 1084,3
Case 1085,37
Case 1086,3
Case 1087,20
Case 1088,21
Case 1089,37
Case 109,37
Case 1090,30
Case 1091,2
Case 1092,43
Case 1093,43
Case 1094,3
Case 1095,49
Case 1096,3
Case 1097,75
Case 1098,22
Case 1099,3
Case 11,3
Case 110,3
Case 1100,37
Case 1101,3
Case 1102,30
Case 1103,3
Case 1104,3
Case 1105,72
Case 1106,3
Case 1107,3
Case 1108,3
Case 1109,69
Case 111,20
Case 1110,69
Case 1111,37
Case 1112,19
Case 1113,69
Case 1114,0
Case 1115,3
Case 1116,3
Case 1117,3
Case 1118,22
Case 1119,3
