CaseIds,Labels
1-109135791,0
1-147898401,1
1-165554831,2
1-172473423,2
1-182640781,3
1-230541365,4
1-236817141,3
1-270399977,5
1-270427461,2
1-310231291,6
1-316086072,-1
1-320604521,-1
1-322204195,7
1-322581861,-1
1-322980802,8
1-323264491,6
1-323462732,4
1-327329880,2
1-329451027,-1
1-329647261,9
1-330634474,10
1-331478885,4
1-332389008,10
1-333164156,11
1-335260940,-1
1-337229341,-1
1-338946805,6
1-339798202,6
1-339889001,6
1-340984229,-1
1-341002175,6
1-342442140,8
1-345132462,4
1-345255471,12
1-347461373,6
1-347923966,1
1-347924629,13
1-349857482,8
1-351187625,6
1-351314317,10
1-351869391,6
1-353818791,12
1-354039443,2
1-354090772,9
1-354350908,13
1-354376900,13
1-356055231,14
1-356879617,9
1-357087417,10
1-357610411,6
1-358038911,-1
1-358776870,6
1-359215498,2
1-359781492,8
1-359841262,11
1-360072755,3
1-360464815,13
1-360667704,6
1-361368011,6
1-363041157,8
1-363206822,10
1-363549934,10
1-364018090,3
1-364458525,13
1-364528467,3
1-365052802,-1
1-365189372,-1
1-365702595,10
1-366462246,6
1-366509892,10
1-366584206,10
1-366698569,4
1-366726662,4
1-366923538,5
1-367002597,13
1-367648732,10
1-367921041,15
1-368322765,11
1-368929048,10
1-369693874,10
1-369989135,1
1-370436092,3
1-370452680,5
1-371498622,10
1-371631962,8
1-371672096,10
1-372029512,-1
1-372555278,11
1-372579132,10
1-372858362,10
1-372978779,14
1-373110819,10
1-373268674,10
1-373413519,10
1-373413971,10
1-374379174,10
1-374630866,10
1-374832944,-1
1-375337251,10
1-375430388,10
1-375644051,5
1-375646314,10
1-375670011,8
1-376424233,6
1-377083756,11
1-377276064,10
1-377458451,10
1-378050311,-1
1-378054711,10
1-378744625,5
1-378976624,7
1-379209685,6
1-379702919,0
1-379789104,4
1-380297615,2
1-380392616,11
1-380527184,11
1-380632889,14
1-380654568,10
1-380885044,-1
1-381124870,2
1-382209384,2
1-382442048,3
1-383789251,8
1-384097130,-1
1-384757914,-1
1-385201933,3
1-385278464,8
1-385311756,10
1-386495623,6
1-386782865,3
1-388028918,15
1-388230583,5
1-388644366,10
1-388724672,10
1-389195082,11
1-390250582,-1
1-390722958,13
1-390819078,15
1-392590655,8
1-392812598,10
1-393413330,10
1-396569277,10
1-397446945,10
1-397806545,4
1-399013423,16
1-399628501,4
1-400351079,6
1-400528782,17
1-402212071,6
1-402328919,8
1-402612770,9
1-403006315,11
1-404005175,6
1-404084309,13
1-404736991,15
1-405112616,1
1-405248961,9
1-406010922,14
1-406066421,9
1-406852699,6
1-406875315,10
1-407517548,6
1-407737529,3
1-407876996,18
1-408853759,10
1-409247778,10
1-409309026,6
1-410929705,10
1-411078092,10
1-413205820,10
1-413276708,6
1-413665008,8
1-415000020,5
1-415822336,11
1-415946366,13
1-416247009,13
1-417868043,11
1-418122119,10
1-418890453,17
1-419236954,9
1-419614582,6
1-419783741,6
1-419783822,6
1-422390390,6
1-422418092,14
1-422877530,10
1-423484126,8
1-423648343,10
1-423724447,8
1-423751353,11
1-424022692,10
1-424065923,10
1-424243405,6
1-424668301,10
1-426876102,10
1-426969419,10
1-427498853,3
1-427614010,8
1-427955007,2
1-428252132,0
1-428421057,10
1-429498598,2
1-429979181,11
1-430150814,4
1-430793848,8
1-430836105,6
1-430880486,6
1-431797119,10
1-432419251,3
1-432687815,13
1-433161361,10
1-433309965,15
1-433710534,-1
1-433910332,4
1-434419581,10
1-434892089,1
1-435824991,10
1-435825107,10
1-437141508,8
1-438526021,6
1-438897551,8
1-439833168,6
1-439863114,6
1-440576028,8
1-441507371,18
1-442885842,19
1-443175071,6
1-443637654,10
1-448698916,6
1-454389870,2
1-457173714,6
1-467257506,3
1-470328307,10
1-470714850,10
1-473084325,20
1-475885658,7
1-479002951,6
1-489198755,6
1-494629702,6
1-494871141,0
1-495101458,6
1-497807633,10
1-498002861,6
1-498324124,4
1-499289128,10
1-499289256,10
1-499540955,5
1-500208339,10
1-500427383,6
1-501925116,11
1-501969547,8
1-502353485,6
1-502697671,13
1-502769178,3
1-504048859,13
1-504498907,8
1-505194002,8
1-505194015,8
1-505416663,10
1-505443989,10
1-506092586,8
1-506108491,13
1-506236591,10
1-506866218,6
1-507679771,8
1-507774379,10
1-508044897,-1
1-508462323,8
1-508825032,8
1-509892697,6
1-509912273,10
1-509915742,8
1-510142147,1
1-510399424,8
1-510423612,6
1-511755003,13
1-511787661,10
1-512617571,1
1-512654811,18
1-513031774,8
1-513032417,10
1-513135755,10
1-513180623,10
1-513395204,6
1-513767190,6
1-513864515,13
1-513910403,6
1-514223574,6
1-514311011,6
1-514618724,13
1-514712116,6
1-514832700,13
1-515461174,13
1-515617964,18
1-515834995,4
1-515873671,21
1-516141293,5
1-516860557,6
1-517002080,10
1-517045062,10
1-517399487,11
1-517490964,10
1-517828743,10
1-518362551,10
1-519020627,8
1-519054737,2
1-519065883,22
1-519085985,11
1-519147007,18
1-519167681,10
1-519386144,8
1-520127960,6
1-520234084,10
1-520705880,6
1-521122392,10
1-521431857,10
1-521555370,8
1-521628291,8
1-522222222,8
1-522460624,10
1-522734472,10
1-522949376,3
1-523027945,6
1-523069229,13
1-523311541,10
1-523361887,10
1-523392191,10
1-523637826,8
1-524169663,11
1-524328647,8
1-524356958,13
1-524375607,2
1-525132931,2
1-525447561,2
1-525477138,6
1-525489753,10
1-525589021,8
1-526037041,8
1-526344555,10
1-526369142,6
1-526414477,10
1-526414833,10
1-526647987,6
1-527208576,6
1-527928641,6
1-528251011,0
1-528332261,2
1-528716762,13
1-528755863,6
1-529091253,6
1-529091311,6
1-529471141,0
1-530147896,5
1-530539767,10
1-530568802,11
1-531435394,6
1-531872604,9
1-532038065,13
1-532084405,10
1-532544114,6
1-532816930,6
1-533449912,10
1-533851634,10
1-534020390,2
1-534493180,2
1-534702904,6
1-535052125,5
1-535233659,10
1-535393553,8
1-535418135,2
1-535439201,6
1-535813109,8
1-535813203,8
1-535813236,8
1-535813278,8
1-535813300,8
1-535813432,8
1-535813517,8
1-535813813,8
1-536299706,7
1-536904633,8
1-537169872,19
1-537311033,16
1-537601770,0
1-537902763,8
1-537984625,18
1-538109148,4
1-538226806,8
1-538297321,10
1-538411483,13
1-538467021,0
1-539000895,8
1-539083171,6
1-539633138,10
1-539752329,13
1-539805130,6
1-540408651,10
1-540500545,6
1-540531611,13
1-540549141,1
1-540549178,2
1-540549229,2
1-540631861,11
1-540723633,10
1-540904745,10
1-540947390,0
1-541028557,10
1-541088014,13
1-541565290,10
1-541566505,10
1-541655216,10
1-541686305,10
1-542027112,4
1-542568265,9
1-542919207,12
1-542940765,11
1-543227320,14
1-543300099,2
1-543653631,4
1-544020953,4
1-544200884,6
1-544527205,6
1-544595401,0
1-544876956,6
1-545370610,5
1-545738536,2
1-545911672,19
1-546272906,2
1-546692981,8
1-546693092,8
1-546838031,5
1-547539001,8
1-547617088,2
1-547802271,8
1-548188531,8
1-548188557,8
1-548188833,8
1-549431982,0
1-550036329,5
1-550159631,2
1-550577363,2
1-550611848,8
1-553276916,17
1-555105571,10
1-557618809,8
1-557739965,6
1-560246371,10
1-560404489,11
1-560418897,10
1-560419045,10
1-560504546,14
1-560703011,6
1-561068081,8
1-561190012,10
1-562022682,10
1-562778111,-1
1-562807927,13
1-563156866,6
1-563156881,6
1-563477371,-1
1-563779807,1
1-564311006,10
1-564433915,0
1-564528496,10
1-564738994,13
1-564903210,10
1-565030154,8
1-565319816,8
1-565807612,4
1-565905115,6
1-566003511,18
1-566096602,18
1-566101203,8
1-566332021,10
1-566642468,10
1-566661201,6
1-567100387,8
1-567362335,6
1-567440922,10
1-567718361,8
1-567958551,6
1-567981735,10
1-572078531,5
1-572330175,-1
1-572625937,10
1-572730349,2
1-572802327,18
1-573215995,2
1-573278049,6
1-573280988,8
1-573316263,0
1-573501251,3
1-573639367,10
1-573655864,10
1-573830584,4
1-573904126,18
1-574045461,8
1-574052419,18
1-574132549,10
1-574162627,10
1-574222268,4
1-574271413,10
1-574466092,7
1-574623837,13
1-574663931,17
1-575690736,13
1-576186189,13
1-576423636,6
1-576667260,19
1-576807766,6
1-576881364,8
1-576934735,8
1-576984464,-1
1-577196856,10
1-577236636,18
1-577288653,10
1-577396354,10
1-577685618,6
1-577737791,22
1-577834779,6
1-577996886,-1
1-578105842,23
1-578252937,8
1-578579972,8
1-578598959,0
1-578612825,18
1-578612990,3
1-578686199,8
1-578831063,10
1-579078207,6
1-579211624,10
1-579250167,6
1-579369463,10
1-579425746,15
1-579425846,21
1-579517011,6
1-579636429,8
1-580296643,13
1-580325905,8
1-580358285,10
1-580385263,10
1-580464971,5
1-580981634,8
1-581652169,8
1-581740771,8
1-581815727,0
1-581898739,-1
1-582296121,8
1-582401721,6
1-583171096,10
1-583931536,8
1-583944596,6
1-584047671,6
1-584612205,2
1-584754762,8
1-584776062,6
1-584812041,2
1-584828902,8
1-584861543,0
1-584938329,2
1-585459725,1
1-585467875,6
1-585469859,-1
1-585714932,3
1-586382001,8
1-586382068,8
1-586562664,14
1-587038802,10
1-587058585,8
1-587337285,8
1-587337305,8
1-587383007,8
1-588543315,8
1-588566574,6
1-588712865,21
1-589099869,8
1-589370341,3
1-589421537,8
1-589962550,8
1-589999547,-1
1-590262446,21
1-590574771,-1
1-590579544,8
1-591301260,8
1-591508928,10
1-591627183,18
1-591627239,18
1-592064699,8
1-592390567,1
1-593022132,8
1-593022224,8
1-593032661,18
1-593312167,13
1-593431551,13
1-593751721,8
1-593933571,8
1-594093101,19
1-594472343,13
1-594666837,8
1-594673056,8
1-594693527,8
1-595293983,-1
1-595361681,8
1-595687232,2
1-596251950,13
1-596286562,8
1-596290771,2
1-596331167,0
1-596580941,10
1-596608752,6
1-596676011,16
1-596815491,8
1-597231167,3
1-597285812,13
1-597580752,2
1-597616526,8
1-598583993,18
1-599074651,6
1-599157751,21
1-599157997,10
1-599158067,0
1-599352141,8
1-599517681,13
1-599586617,18
1-599626401,18
1-600432558,13
1-600506847,20
1-600663061,18
1-600873076,8
1-601289432,13
1-601400851,21
1-601433623,8
1-601636752,8
1-601819090,2
1-602316021,13
1-602316067,13
1-602316153,0
1-602316201,8
1-602316215,6
1-602316249,8
1-602396115,6
1-602464818,8
1-602870173,5
1-603537274,1
1-603563148,8
1-603708003,8
1-603798757,8
1-604432843,8
1-604432860,8
1-604432887,8
1-604604928,6
1-604645912,19
1-604646378,8
1-604882241,-1
1-605029866,6
1-605034229,6
1-605184371,4
1-605279637,8
1-605728578,6
1-606068287,23
1-606441115,6
1-606724483,0
1-606829317,18
1-606971198,1
1-607158761,0
1-607520800,6
1-607840637,8
1-607934151,8
1-608010054,18
1-608036754,21
1-608735919,13
1-609011164,18
1-609700424,13
1-611506787,6
1-611582327,8
1-611582394,8
1-611605221,6
1-611632212,13
1-611637278,8
1-611651603,13
1-612515539,19
1-613033122,13
1-613364032,5
1-613412559,8
1-613496066,0
1-613740745,8
1-614378697,18
1-614378787,18
1-614451236,8
1-615224713,8
1-615905511,6
1-616014042,8
1-616211466,5
1-616288482,4
1-616409083,8
1-616977258,13
1-616993936,21
1-617042441,5
1-617049384,8
1-617084616,6
1-617356985,-1
1-617389027,6
1-617470131,3
1-617696569,8
1-618041243,0
1-618041343,21
1-618116069,0
1-618143224,0
1-618170625,13
1-618171180,6
1-618283927,6
1-618350811,-1
1-618589528,2
1-618620384,8
1-618764275,4
1-618859631,-1
1-618883006,21
1-619053302,9
1-619067777,10
1-619087129,8
1-619109941,-1
1-619146141,19
1-619175501,6
1-619201265,13
1-619232031,6
1-619254483,8
1-619550849,7
1-619575181,8
1-619589599,20
1-619684455,8
1-619699161,-1
1-619719949,23
1-619767065,6
1-619857642,6
1-620015297,8
1-620074564,8
1-620430705,8
1-620432583,10
1-620483711,19
1-620572095,8
1-620584677,13
1-620656965,8
1-620705595,8
1-620857518,8
1-620925267,2
1-621023087,8
1-621039603,8
1-621061021,10
1-621311061,-1
1-621322866,8
1-621369891,8
1-621393223,-1
1-621571462,8
1-622154016,11
1-622156083,0
1-622295317,6
1-622618613,0
1-622630582,6
1-622652886,8
1-622783644,13
1-622806196,13
1-622847448,13
1-622856843,8
1-622874191,6
1-622884303,6
1-622940906,6
1-623152702,8
1-623336818,8
1-623354971,13
1-623520821,4
1-623521280,13
1-623626713,2
1-623792185,5
1-623859845,8
1-623873811,-1
1-624009613,8
1-624219528,8
1-624305845,16
1-624403918,-1
1-624450715,6
1-624711258,18
1-624745314,8
1-624845426,18
1-625322174,0
1-625459293,0
1-625628532,8
1-625634702,6
1-625634824,6
1-625634936,6
1-625646775,8
1-626102521,8
1-626212681,13
1-626292231,6
1-626462354,6
1-626510640,4
1-626515794,2
1-626760391,6
1-626834451,6
1-627163101,1
1-627190551,-1
1-627336700,13
1-627337013,6
1-627532005,13
1-627557462,6
1-627630611,18
1-627878397,6
1-627936524,8
1-627980711,8
1-628078553,8
1-628105478,13
1-628203323,4
1-628222366,8
1-628255780,8
1-628669941,8
1-628704675,21
1-629618537,13
1-629629428,13
1-629642635,2
1-629991273,6
1-630156753,18
1-630493188,8
1-631001113,8
1-631117870,22
1-631509503,8
1-632486751,13
1-633036453,18
1-633092732,6
1-633184307,8
1-634447637,13
1-634479154,8
1-634487640,8
1-634506651,8
1-634533656,8
1-635351501,8
1-635382525,8
1-635404161,6
1-636080278,-1
1-636102195,10
1-636501102,8
1-636789520,8
1-636849620,2
1-636852199,13
1-636867758,8
1-636931254,-1
1-637035141,8
1-637059802,8
1-637089310,-1
1-637142120,8
1-637222863,0
1-637283508,18
1-637307494,16
1-637327254,8
1-637516103,18
1-637580967,6
1-637591141,8
1-637685994,8
1-637713545,0
1-637713651,8
1-637716645,8
1-637893062,13
1-637954950,8
1-638034021,8
1-638041299,8
1-638091067,-1
1-638112911,8
1-638653931,8
1-638961317,8
1-638962731,13
1-639009338,6
1-639028876,8
1-639870000,8
1-639881579,8
1-639930880,19
1-639942581,13
1-640059801,8
1-640093069,18
1-640254885,-1
1-640263496,8
1-640387614,0
1-641023492,8
1-641044311,6
1-641083751,13
1-641083987,13
1-641100891,8
1-641104060,18
1-641157962,8
1-641232069,19
1-641243011,1
1-641306231,8
1-641323677,13
1-641491883,8
1-641530471,12
1-642418588,8
1-642478708,8
1-642579219,10
1-642761240,8
1-642766943,13
1-642802641,2
1-642846054,6
1-643444986,18
1-643445547,8
1-643468705,8
1-643532122,8
1-643556695,8
1-643685369,13
1-643685396,8
1-643706642,6
1-643747498,8
1-643809664,22
1-644748889,8
1-644827840,8
