0,1,2,3,4,5,6,7
-0.013160079,-0.019151201,0.033430755,0.035409413,-0.05117061,-0.0036588237,0.0056797666,0.024000404
0.008204754,0.00010787137,-0.030451795,0.017383415,-0.010848697,0.0026350003,0.0164908,0.014034271
0.010558677,-0.011043077,-0.0121176895,0.027861817,-0.014461383,-0.001368371,0.007378386,-0.0062490553
0.008204754,0.00010787137,-0.030451795,0.017383415,-0.010848697,0.0026350003,0.0164908,0.014034271
-0.005178677,-0.016830044,0.01947788,0.035957664,-0.04253275,-0.0087265195,0.008572886,0.021869693
0.003596135,-0.012735431,0.0017502743,0.030763654,-0.025543828,-0.0016989651,0.0077804727,0.0015940403
0.008204754,0.00010787137,-0.030451795,0.017383415,-0.010848697,0.0026350003,0.0164908,0.014034271
-0.003994977,-0.010137842,0.013699901,0.016179496,-0.03041566,0.0051646596,0.01949279,0.019234778
-0.012838092,-0.01881294,0.03344941,0.027529823,-0.047002744,0.0024914264,0.006524475,0.014606014
0.0029920381,-0.008602535,0.0046555568,0.024985887,-0.025792625,-0.0006789896,0.012885654,0.009519583
0.016113795,-0.0046337894,-0.02838271,0.023463832,-0.020090006,-0.0031245882,0.004225736,0.011183183
-0.0054142135,-0.014925536,0.019697055,0.034518976,-0.039885815,-0.0021267927,0.00830082,0.011743928
-0.011671777,-0.027147174,0.02695355,0.021441992,-0.034078136,0.017001648,-0.024193415,-0.021030825
-0.0015875727,0.008485824,-0.016918544,0.014105084,-0.024835756,-0.014913246,0.006203136,0.018889507
0.004496477,-0.019169765,0.0066302577,0.031821597,-0.035186388,-0.0067705037,-0.0032583685,0.010568985
0.0069369837,-0.021069553,-0.0030603597,0.022054413,-0.02059032,-0.006688419,-0.0039238255,-0.0021478413
0.0047880597,-0.016741054,-0.0037303555,0.025980776,-0.021731729,-0.003776816,0.0020862792,0.006724847
-0.0015097291,-0.01397649,0.011920116,0.03289167,-0.033670954,-0.0019414008,0.008075337,0.007345644
0.009530433,-0.008780234,0.010225574,0.055392165,-0.04909,-0.02994435,0.022996886,0.028261567
-0.008941651,-0.01831931,0.034049213,0.043053847,-0.0580939,-0.012304628,0.007701276,0.029628322
-0.0015875727,0.008485824,-0.016918544,0.014105084,-0.024835756,-0.014913246,0.006203136,0.018889507
0.0068753157,-0.007799169,-0.009036016,0.027692908,-0.032164052,-0.003195978,0.005274139,0.017282797
0.020485943,0.028838625,-0.08021363,-0.0076406994,0.016271919,-0.022510588,0.003677259,0.0016618023
-0.0010188598,-0.015439253,0.020358516,0.04060767,-0.04675612,-0.009174573,0.006734478,0.015799137
0.010922688,-0.013986409,-0.012456416,0.030085247,-0.018552097,-0.011567949,0.0077988505,0.009399853
-0.0015875727,0.008485824,-0.016918544,0.014105084,-0.024835756,-0.014913246,0.006203136,0.018889507
-0.0017910203,-0.017702945,0.012695261,0.027025267,-0.033129998,-0.015663113,-0.008430596,0.006985726
0.008204754,0.00010787137,-0.030451793,0.017383415,-0.010848697,0.0026350003,0.0164908,0.014034271
-0.0017910203,-0.017702945,0.012695261,0.027025267,-0.033129998,-0.015663113,-0.008430596,0.006985726
0.015037485,-0.0046950793,-0.009504182,0.036729496,-0.01996525,-0.027517708,0.0058576465,-0.009123717
0.0068753157,-0.007799169,-0.009036016,0.027692908,-0.032164052,-0.003195978,0.005274139,0.017282797
-0.00085278385,-0.017498529,0.007948851,0.02894406,-0.030983951,-0.0037397328,0.003215661,0.012154306
-0.013053421,-0.016782364,0.034912802,0.037702832,-0.052045323,-0.0024895163,0.008741985,0.020349272
-0.0073833573,-0.0035882706,-0.0013856902,0.011567338,-0.024412919,0.0056415196,0.0398338,0.035370924
0.008204754,0.00010787137,-0.030451795,0.017383415,-0.010848697,0.0026350003,0.0164908,0.014034271
0.0047880597,-0.016741054,-0.0037303555,0.025980776,-0.021731729,-0.003776816,0.0020862792,0.006724847
0.012685241,-0.015680589,-0.020081244,0.02183218,-0.00877862,-0.0038287328,0.0005051449,-0.0008763969
0.012069734,-0.0042870664,-0.033216286,0.009985222,-0.007500338,-0.0010244016,0.009104139,0.0011356792
0.0046698973,0.009137924,-0.03135965,-0.0079308,-0.0054636174,-0.0018646593,0.019247808,0.017330559
-0.022265077,-0.017471196,0.041073527,0.034480084,-0.065705,-0.0029003993,0.010288769,0.03592578
0.004496477,-0.019169765,0.0066302596,0.031821597,-0.035186388,-0.0067705037,-0.0032583685,0.010568985
0.00012222554,-0.020907516,-0.0013583191,0.014998752,-0.016766796,0.010463663,-0.00970438,-0.004513701
0.003596135,-0.012735431,0.0017502767,0.030763654,-0.025543828,-0.0016989651,0.0077804727,0.0015940403
0.0047880597,-0.016741054,-0.0037303555,0.025980776,-0.021731729,-0.003776816,0.0020862792,0.006724847
0.0046698973,0.009137924,-0.031359654,-0.0079308,-0.0054636174,-0.0018646593,0.019247808,0.017330559
0.005296428,-0.020750133,0.0025472865,0.02605058,-0.029393494,-0.00089981727,-0.009257959,0.0033123153
-0.0015875727,0.008485824,-0.016918544,0.014105084,-0.024835756,-0.014913246,0.006203136,0.018889507
0.0038980811,-0.010171421,0.0003612512,0.000734701,-0.017949708,0.009333703,0.015249287,0.023822097
0.0047880597,-0.016741054,-0.0037303555,0.025980776,-0.021731729,-0.003776816,0.0020862792,0.006724847
0.016627975,-0.01636813,-0.012404217,0.033587072,-0.02484113,-0.014704061,-0.00067561865,0.007647738
0.007962203,-0.013678152,0.0049810302,0.03897671,-0.036158476,-0.010683197,0.0058658184,0.008083956
0.008204754,0.00010787137,-0.030451793,0.017383415,-0.010848697,0.0026350003,0.0164908,0.014034271
0.003596135,-0.012735431,0.0017502767,0.030763654,-0.025543828,-0.0016989651,0.0077804727,0.0015940403
-0.003279679,-0.009134683,0.0042473,0.024871446,-0.037696786,-0.00057550485,0.020898841,0.029698826
0.011925695,-0.015189603,0.0073962896,0.044711888,-0.045176964,-0.036105506,-0.002828224,0.01861086
0.0047880597,-0.016741054,-0.0037303555,0.025980776,-0.021731729,-0.003776816,0.0020862792,0.006724847
0.00040209517,-0.020914353,0.01998601,0.03681631,-0.048390266,-0.008241389,-0.005140125,0.016291674
0.004496477,-0.019169765,0.0066302586,0.031821597,-0.035186388,-0.0067705037,-0.0032583685,0.010568985
0.013179302,-0.020316312,-0.024490584,0.029401755,-0.03482894,-0.0059751673,-0.005918704,0.005647293
-0.0064684153,-0.008318145,0.013175551,0.009507735,-0.027114403,0.007946726,0.028702859,0.024698004
-0.0035712633,-0.010187746,0.0032993455,0.0060732984,-0.016469799,0.01025676,0.017995238,0.015656535
0.0080074305,-0.017340088,0.009125985,0.037505258,-0.0407709,-0.0075013884,-0.0039211474,0.005113741
0.003596135,-0.012735431,0.0017502767,0.030763654,-0.025543828,-0.0016989651,0.0077804727,0.0015940403
0.0012264079,-0.014942251,0.011550249,0.028464185,-0.035825383,-0.001156763,0.006931071,0.010397741
0.018711334,-0.030204821,-0.0015955147,0.035664294,-0.035422243,-0.013308487,-0.036014426,-0.015325043
-0.008407008,-0.014743274,0.0277345,0.039644305,-0.048367016,-0.0066075027,0.012091688,0.020063564
-0.00026671754,-0.015791336,-0.015623442,0.045465708,-0.042217024,-0.0050753155,0.0020482226,0.018098561
